Date,Product,Demand,Temperature,Promotion,Region
2025-04-27,Curd,121,31,0,Mumbai
2025-04-28,Curd,116,31,1,Mumbai
2025-04-29,Curd,108,30,0,Mumbai
2025-04-30,Curd,113,29,0,Mumbai
2025-05-01,Curd,110,33,0,Mumbai
2025-05-02,Curd,115,32,1,Mumbai
2025-05-03,Curd,131,29,1,Mumbai
2025-05-04,Curd,123,28,0,Mumbai
2025-05-05,Curd,113,31,0,Mumbai
2025-05-06,Curd,107,28,0,Mumbai
2025-05-07,Curd,113,29,0,Mumbai
2025-05-08,Curd,107,33,0,Mumbai
2025-05-09,Curd,112,31,0,Mumbai
2025-05-10,Curd,117,31,0,Mumbai
2025-05-11,Curd,126,32,1,Mumbai
2025-05-12,Curd,109,28,0,Mumbai
2025-05-13,Curd,117,32,1,Mumbai
2025-05-14,Curd,118,32,1,Mumbai
2025-05-15,Curd,118,32,1,Mumbai
2025-05-16,Curd,119,30,1,Mumbai
2025-05-17,Curd,118,29,0,Mumbai
2025-05-18,Curd,117,29,0,Mumbai
2025-05-19,Curd,107,29,0,Mumbai
2025-05-20,Curd,111,32,0,Mumbai
2025-05-21,Curd,111,33,0,Mumbai
2025-05-22,Curd,112,30,0,Mumbai
2025-05-23,Curd,119,33,1,Mumbai
2025-05-24,Curd,129,30,1,Mumbai
2025-05-25,Curd,122,30,0,Mumbai
2025-05-26,Curd,121,32,1,Mumbai
2025-05-27,Curd,118,29,1,Mumbai
2025-05-28,Curd,109,31,0,Mumbai
2025-05-29,Curd,113,32,0,Mumbai
2025-05-30,Curd,110,33,0,Mumbai
2025-05-31,Curd,119,28,0,Mumbai
2025-06-01,Curd,104,30,0,Mumbai
2025-06-02,Curd,92,33,0,Mumbai
2025-06-03,Curd,95,29,0,Mumbai
2025-06-04,Curd,97,28,0,Mumbai
2025-06-05,Curd,95,30,0,Mumbai
2025-06-06,Curd,92,28,0,Mumbai
2025-06-07,Curd,105,32,0,Mumbai
2025-06-08,Curd,103,31,0,Mumbai
2025-06-09,Curd,106,30,1,Mumbai
2025-06-10,Curd,97,30,0,Mumbai
2025-06-11,Curd,103,30,1,Mumbai
2025-06-12,Curd,97,33,0,Mumbai
2025-06-13,Curd,94,30,0,Mumbai
2025-06-14,Curd,114,28,1,Mumbai
2025-06-15,Curd,106,29,0,Mumbai
2025-06-16,Curd,92,28,0,Mumbai
2025-06-17,Curd,104,31,1,Mumbai
2025-06-18,Curd,98,30,0,Mumbai
2025-06-19,Curd,95,28,0,Mumbai
2025-06-20,Curd,93,29,0,Mumbai
2025-06-21,Curd,113,29,1,Mumbai
2025-06-22,Curd,107,33,0,Mumbai
2025-06-23,Curd,102,29,1,Mumbai
2025-06-24,Curd,98,32,0,Mumbai
2025-06-25,Curd,94,33,0,Mumbai
2025-06-26,Curd,100,29,1,Mumbai
2025-06-27,Curd,103,29,1,Mumbai
2025-06-28,Curd,111,30,1,Mumbai
2025-06-29,Curd,105,32,0,Mumbai
2025-06-30,Curd,102,30,1,Mumbai
2025-07-01,Curd,97,31,0,Mumbai
2025-07-02,Curd,92,32,0,Mumbai
2025-07-03,Curd,104,31,1,Mumbai
2025-07-04,Curd,93,33,0,Mumbai
2025-07-05,Curd,115,30,1,Mumbai
2025-07-06,Curd,107,29,0,Mumbai
2025-07-07,Curd,94,29,0,Mumbai
2025-07-08,Curd,93,28,0,Mumbai
2025-07-09,Curd,106,30,1,Mumbai
2025-07-10,Curd,102,28,1,Mumbai
2025-07-11,Curd,92,29,0,Mumbai
2025-07-12,Curd,116,31,1,Mumbai
2025-07-13,Curd,116,33,1,Mumbai
2025-07-14,Curd,96,32,0,Mumbai
2025-07-15,Curd,93,30,0,Mumbai
2025-07-16,Curd,97,31,0,Mumbai
2025-07-17,Curd,95,33,0,Mumbai
2025-07-18,Curd,100,30,1,Mumbai
2025-07-19,Curd,105,29,0,Mumbai
2025-07-20,Curd,111,33,1,Mumbai
2025-07-21,Curd,94,30,0,Mumbai
2025-07-22,Curd,95,30,0,Mumbai
2025-07-23,Curd,94,30,0,Mumbai
2025-07-24,Curd,103,29,1,Mumbai
2025-07-25,Curd,93,32,0,Mumbai
2025-07-26,Curd,111,31,1,Mumbai
2025-07-27,Curd,103,29,0,Mumbai
2025-07-28,Curd,94,28,0,Mumbai
2025-07-29,Curd,95,30,0,Mumbai
2025-07-30,Curd,97,30,0,Mumbai
2025-07-31,Curd,97,28,0,Mumbai
2025-08-01,Curd,95,33,0,Mumbai
2025-08-02,Curd,104,32,0,Mumbai
2025-08-03,Curd,102,32,0,Mumbai
2025-08-04,Curd,98,33,0,Mumbai
2025-08-05,Curd,98,28,0,Mumbai
2025-08-06,Curd,93,32,0,Mumbai
2025-08-07,Curd,96,30,0,Mumbai
2025-08-08,Curd,96,30,0,Mumbai
2025-08-09,Curd,105,31,0,Mumbai
2025-08-10,Curd,102,28,0,Mumbai
2025-08-11,Curd,97,32,0,Mumbai
2025-08-12,Curd,93,28,0,Mumbai
2025-08-13,Curd,98,31,0,Mumbai
2025-08-14,Curd,95,33,0,Mumbai
2025-08-15,Curd,97,33,0,Mumbai
2025-08-16,Curd,116,32,1,Mumbai
2025-08-17,Curd,116,31,1,Mumbai
2025-08-18,Curd,96,29,0,Mumbai
2025-08-19,Curd,96,32,0,Mumbai
2025-08-20,Curd,94,33,0,Mumbai
2025-08-21,Curd,95,31,0,Mumbai
2025-08-22,Curd,102,33,1,Mumbai
2025-08-23,Curd,105,29,0,Mumbai
2025-08-24,Curd,106,32,0,Mumbai
2025-08-25,Curd,96,28,0,Mumbai
2025-08-26,Curd,98,31,0,Mumbai
2025-08-27,Curd,106,30,1,Mumbai
2025-08-28,Curd,95,28,0,Mumbai
2025-08-29,Curd,93,33,0,Mumbai
2025-08-30,Curd,103,30,0,Mumbai
2025-08-31,Curd,114,28,1,Mumbai
2025-09-01,Curd,100,33,1,Mumbai
2025-09-02,Curd,101,30,1,Mumbai
2025-09-03,Curd,93,31,0,Mumbai
2025-09-04,Curd,97,29,0,Mumbai
2025-09-05,Curd,101,28,1,Mumbai
2025-09-06,Curd,103,30,0,Mumbai
2025-09-07,Curd,106,30,0,Mumbai
2025-09-08,Curd,93,32,0,Mumbai
2025-09-09,Curd,93,32,0,Mumbai
2025-09-10,Curd,92,28,0,Mumbai
2025-09-11,Curd,105,33,1,Mumbai
2025-09-12,Curd,98,29,0,Mumbai
2025-09-13,Curd,114,33,1,Mumbai
2025-09-14,Curd,105,32,0,Mumbai
2025-09-15,Curd,100,30,1,Mumbai
2025-09-16,Curd,98,30,0,Mumbai
2025-09-17,Curd,98,29,0,Mumbai
2025-09-18,Curd,105,33,1,Mumbai
2025-09-19,Curd,95,30,0,Mumbai
2025-09-20,Curd,102,33,0,Mumbai
2025-09-21,Curd,104,30,0,Mumbai
2025-09-22,Curd,102,30,1,Mumbai
2025-09-23,Curd,92,29,0,Mumbai
2025-09-24,Curd,97,32,0,Mumbai
2025-09-25,Curd,105,31,1,Mumbai
2025-09-26,Curd,105,32,1,Mumbai
2025-09-27,Curd,102,33,0,Mumbai
2025-09-28,Curd,107,32,0,Mumbai
2025-09-29,Curd,93,30,0,Mumbai
2025-09-30,Curd,94,32,0,Mumbai
2025-10-01,Curd,94,33,0,Mumbai
2025-10-02,Curd,106,29,1,Mumbai
2025-10-03,Curd,98,32,0,Mumbai
2025-10-04,Curd,105,29,0,Mumbai
2025-10-05,Curd,112,32,1,Mumbai
2025-10-06,Curd,93,29,0,Mumbai
2025-10-07,Curd,102,30,1,Mumbai
2025-10-08,Curd,93,29,0,Mumbai
2025-10-09,Curd,94,33,0,Mumbai
2025-10-10,Curd,96,29,0,Mumbai
2025-10-11,Curd,102,28,0,Mumbai
2025-10-12,Curd,111,29,1,Mumbai
2025-10-13,Curd,105,33,1,Mumbai
2025-10-14,Curd,104,32,1,Mumbai
2025-10-15,Curd,93,32,0,Mumbai
2025-10-16,Curd,92,29,0,Mumbai
2025-10-17,Curd,96,30,0,Mumbai
2025-10-18,Curd,105,28,0,Mumbai
2025-10-19,Curd,104,30,0,Mumbai
2025-10-20,Curd,97,30,0,Mumbai
2025-10-21,Curd,98,29,0,Mumbai
2025-10-22,Curd,100,28,1,Mumbai
2025-10-23,Curd,104,32,1,Mumbai
2025-10-24,Curd,98,30,0,Mumbai
2025-10-25,Curd,110,31,1,Mumbai
2025-10-26,Curd,108,29,0,Mumbai
2025-10-27,Curd,95,31,0,Mumbai
2025-10-28,Curd,101,31,1,Mumbai
2025-10-29,Curd,96,29,0,Mumbai
2025-10-30,Curd,98,28,0,Mumbai
2025-10-31,Curd,101,31,1,Mumbai
2025-11-01,Curd,104,33,0,Mumbai
2025-11-02,Curd,104,33,0,Mumbai
2025-11-03,Curd,97,29,0,Mumbai
2025-11-04,Curd,97,28,0,Mumbai
2025-11-05,Curd,93,29,0,Mumbai
2025-11-06,Curd,98,30,0,Mumbai
2025-11-07,Curd,95,33,0,Mumbai
2025-11-08,Curd,114,32,1,Mumbai
2025-11-09,Curd,107,29,0,Mumbai
2025-11-10,Curd,98,30,0,Mumbai
2025-11-11,Curd,92,31,0,Mumbai
2025-11-12,Curd,97,31,0,Mumbai
2025-11-13,Curd,98,28,0,Mumbai
2025-11-14,Curd,102,30,1,Mumbai
2025-11-15,Curd,105,28,0,Mumbai
2025-11-16,Curd,111,30,1,Mumbai
2025-11-17,Curd,104,30,1,Mumbai
2025-11-18,Curd,94,29,0,Mumbai
2025-11-19,Curd,104,28,1,Mumbai
2025-11-20,Curd,104,30,1,Mumbai
2025-11-21,Curd,95,30,0,Mumbai
2025-11-22,Curd,103,28,0,Mumbai
2025-11-23,Curd,104,33,0,Mumbai
2025-11-24,Curd,104,30,1,Mumbai
2025-11-25,Curd,106,29,1,Mumbai
2025-11-26,Curd,93,32,0,Mumbai
2025-11-27,Curd,102,29,1,Mumbai
2025-11-28,Curd,106,32,1,Mumbai
2025-11-29,Curd,107,32,0,Mumbai
2025-11-30,Curd,105,30,0,Mumbai
2025-12-01,Curd,92,28,1,Mumbai
2025-12-02,Curd,84,33,0,Mumbai
2025-12-03,Curd,88,31,0,Mumbai
2025-12-04,Curd,93,32,1,Mumbai
2025-12-05,Curd,83,28,0,Mumbai
2025-12-06,Curd,93,31,0,Mumbai
2025-12-07,Curd,102,32,1,Mumbai
2025-12-08,Curd,91,28,1,Mumbai
2025-12-09,Curd,84,28,0,Mumbai
2025-12-10,Curd,96,29,1,Mumbai
2025-12-11,Curd,84,28,0,Mumbai
2025-12-12,Curd,86,29,0,Mumbai
2025-12-13,Curd,94,32,0,Mumbai
2025-12-14,Curd,94,29,0,Mumbai
2025-12-15,Curd,87,29,0,Mumbai
2025-12-16,Curd,88,30,0,Mumbai
2025-12-17,Curd,82,31,0,Mumbai
2025-12-18,Curd,90,32,1,Mumbai
2025-12-19,Curd,86,33,0,Mumbai
2025-12-20,Curd,92,33,0,Mumbai
2025-12-21,Curd,97,29,0,Mumbai
2025-12-22,Curd,86,32,0,Mumbai
2025-12-23,Curd,95,31,1,Mumbai
2025-12-24,Curd,82,33,0,Mumbai
2025-12-25,Curd,96,29,1,Mumbai
2025-12-26,Curd,84,29,0,Mumbai
2025-12-27,Curd,92,28,0,Mumbai
2025-12-28,Curd,104,29,1,Mumbai
2025-12-29,Curd,90,30,1,Mumbai
2025-12-30,Curd,83,32,0,Mumbai
2025-12-31,Curd,88,33,0,Mumbai
2026-01-01,Curd,82,29,0,Mumbai
2026-01-02,Curd,92,30,1,Mumbai
2026-01-03,Curd,98,31,0,Mumbai
2026-01-04,Curd,97,32,0,Mumbai
2026-01-05,Curd,90,28,1,Mumbai
2026-01-06,Curd,88,32,0,Mumbai
2026-01-07,Curd,82,30,0,Mumbai
2026-01-08,Curd,85,29,0,Mumbai
2026-01-09,Curd,88,28,0,Mumbai
2026-01-10,Curd,96,30,0,Mumbai
2026-01-11,Curd,94,32,0,Mumbai
2026-01-12,Curd,88,30,0,Mumbai
2026-01-13,Curd,92,31,1,Mumbai
2026-01-14,Curd,88,29,0,Mumbai
2026-01-15,Curd,87,28,0,Mumbai
2026-01-16,Curd,86,29,0,Mumbai
2026-01-17,Curd,98,29,0,Mumbai
2026-01-18,Curd,105,30,1,Mumbai
2026-01-19,Curd,84,28,0,Mumbai
2026-01-20,Curd,84,32,0,Mumbai
2026-01-21,Curd,84,31,0,Mumbai
2026-01-22,Curd,91,31,1,Mumbai
2026-01-23,Curd,85,28,0,Mumbai
2026-01-24,Curd,94,33,0,Mumbai
2026-01-25,Curd,93,30,0,Mumbai
2026-01-26,Curd,95,28,1,Mumbai
2026-01-27,Curd,84,32,0,Mumbai
2026-01-28,Curd,96,29,1,Mumbai
2026-01-29,Curd,87,29,0,Mumbai
2026-01-30,Curd,82,28,0,Mumbai
2026-01-31,Curd,98,33,0,Mumbai
2026-02-01,Curd,97,29,0,Mumbai
2026-02-02,Curd,86,33,0,Mumbai
2026-02-03,Curd,85,30,0,Mumbai
2026-02-04,Curd,88,29,0,Mumbai
2026-02-05,Curd,84,33,0,Mumbai
2026-02-06,Curd,84,31,0,Mumbai
2026-02-07,Curd,101,32,1,Mumbai
2026-02-08,Curd,92,33,0,Mumbai
2026-02-09,Curd,86,33,0,Mumbai
2026-02-10,Curd,83,30,0,Mumbai
2026-02-11,Curd,83,32,0,Mumbai
2026-02-12,Curd,87,32,0,Mumbai
2026-02-13,Curd,92,30,1,Mumbai
2026-02-14,Curd,95,31,0,Mumbai
2026-02-15,Curd,105,28,1,Mumbai
2026-02-16,Curd,86,28,0,Mumbai
2026-02-17,Curd,88,28,0,Mumbai
2026-02-18,Curd,96,33,1,Mumbai
2026-02-19,Curd,90,32,1,Mumbai
2026-02-20,Curd,91,29,1,Mumbai
2026-02-21,Curd,102,29,1,Mumbai
2026-02-22,Curd,96,31,0,Mumbai
2026-02-23,Curd,84,30,0,Mumbai
2026-02-24,Curd,82,28,0,Mumbai
2026-02-25,Curd,86,33,0,Mumbai
2026-02-26,Curd,96,31,1,Mumbai
2026-02-27,Curd,82,32,0,Mumbai
2026-02-28,Curd,94,31,0,Mumbai
2026-03-01,Curd,120,31,0,Mumbai
2026-03-02,Curd,113,33,0,Mumbai
2026-03-03,Curd,108,30,0,Mumbai
2026-03-04,Curd,111,31,0,Mumbai
2026-03-05,Curd,107,32,0,Mumbai
2026-03-06,Curd,110,33,0,Mumbai
2026-03-07,Curd,120,28,0,Mumbai
2026-03-08,Curd,128,33,1,Mumbai
2026-03-09,Curd,115,32,1,Mumbai
2026-03-10,Curd,120,28,1,Mumbai
2026-03-11,Curd,118,32,1,Mumbai
2026-03-12,Curd,109,31,0,Mumbai
2026-03-13,Curd,111,31,0,Mumbai
2026-03-14,Curd,119,29,0,Mumbai
2026-03-15,Curd,120,30,0,Mumbai
2026-03-16,Curd,110,30,0,Mumbai
2026-03-17,Curd,120,33,1,Mumbai
2026-03-18,Curd,116,30,1,Mumbai
2026-03-19,Curd,112,32,0,Mumbai
2026-03-20,Curd,113,29,0,Mumbai
2026-03-21,Curd,123,30,0,Mumbai
2026-03-22,Curd,123,31,0,Mumbai
2026-03-23,Curd,113,29,0,Mumbai
2026-03-24,Curd,112,32,0,Mumbai
2026-03-25,Curd,112,28,0,Mumbai
2026-03-26,Curd,108,33,0,Mumbai
2026-03-27,Curd,112,29,0,Mumbai
2026-03-28,Curd,122,33,0,Mumbai
2026-03-29,Curd,128,31,1,Mumbai
2026-03-30,Curd,111,29,0,Mumbai
2026-03-31,Curd,112,30,0,Mumbai
2025-01-01,Butter,79,33,0,Mumbai
2025-01-02,Butter,85,32,1,Mumbai
2025-01-03,Butter,86,30,1,Mumbai
2025-01-04,Butter,96,28,1,Mumbai
2025-01-05,Butter,97,28,1,Mumbai
2025-01-06,Butter,87,29,1,Mumbai
2025-01-07,Butter,81,28,0,Mumbai
2025-01-08,Butter,78,29,0,Mumbai
2025-01-09,Butter,77,28,0,Mumbai
2025-01-10,Butter,81,30,0,Mumbai
2025-01-11,Butter,90,32,0,Mumbai
2025-01-12,Butter,100,31,1,Mumbai
2025-01-13,Butter,86,30,1,Mumbai
2025-01-14,Butter,81,32,0,Mumbai
2025-01-15,Butter,88,28,1,Mumbai
2025-01-16,Butter,85,30,1,Mumbai
2025-01-17,Butter,83,33,0,Mumbai
2025-01-18,Butter,93,31,0,Mumbai
2025-01-19,Butter,87,31,0,Mumbai
2025-01-20,Butter,78,30,0,Mumbai
2025-01-21,Butter,82,29,0,Mumbai
2025-01-22,Butter,80,30,0,Mumbai
2025-01-23,Butter,77,28,0,Mumbai
2025-01-24,Butter,83,33,0,Mumbai
2025-01-25,Butter,92,28,0,Mumbai
2025-01-26,Butter,88,29,0,Mumbai
2025-01-27,Butter,79,31,0,Mumbai
2025-01-28,Butter,90,32,1,Mumbai
2025-01-29,Butter,90,29,1,Mumbai
2025-01-30,Butter,90,28,1,Mumbai
2025-01-31,Butter,79,30,0,Mumbai
2025-02-01,Butter,89,30,0,Mumbai
2025-02-02,Butter,91,32,0,Mumbai
2025-02-03,Butter,91,31,1,Mumbai
2025-02-04,Butter,83,30,0,Mumbai
2025-02-05,Butter,78,28,0,Mumbai
2025-02-06,Butter,82,29,0,Mumbai
2025-02-07,Butter,81,33,0,Mumbai
2025-02-08,Butter,91,28,0,Mumbai
2025-02-09,Butter,87,29,0,Mumbai
2025-02-10,Butter,80,30,0,Mumbai
2025-02-11,Butter,90,29,1,Mumbai
2025-02-12,Butter,80,32,0,Mumbai
2025-02-13,Butter,88,31,1,Mumbai
2025-02-14,Butter,91,28,1,Mumbai
2025-02-15,Butter,89,31,0,Mumbai
2025-02-16,Butter,87,33,0,Mumbai
2025-02-17,Butter,83,31,0,Mumbai
2025-02-18,Butter,80,29,0,Mumbai
2025-02-19,Butter,80,30,0,Mumbai
2025-02-20,Butter,86,31,1,Mumbai
2025-02-21,Butter,85,29,1,Mumbai
2025-02-22,Butter,87,30,0,Mumbai
2025-02-23,Butter,89,30,0,Mumbai
2025-02-24,Butter,77,30,0,Mumbai
2025-02-25,Butter,82,29,0,Mumbai
2025-02-26,Butter,83,32,0,Mumbai
2025-02-27,Butter,83,28,0,Mumbai
2025-02-28,Butter,79,33,0,Mumbai
2025-03-01,Butter,80,29,0,Mumbai
2025-03-02,Butter,77,31,0,Mumbai
2025-03-03,Butter,68,28,0,Mumbai
2025-03-04,Butter,72,29,0,Mumbai
2025-03-05,Butter,75,28,1,Mumbai
2025-03-06,Butter,81,31,1,Mumbai
2025-03-07,Butter,73,33,0,Mumbai
2025-03-08,Butter,79,29,0,Mumbai
2025-03-09,Butter,79,29,0,Mumbai
2025-03-10,Butter,79,28,1,Mumbai
2025-03-11,Butter,67,30,0,Mumbai
2025-03-12,Butter,68,33,0,Mumbai
2025-03-13,Butter,69,32,0,Mumbai
2025-03-14,Butter,67,33,0,Mumbai
2025-03-15,Butter,85,31,1,Mumbai
2025-03-16,Butter,83,29,0,Mumbai
2025-03-17,Butter,69,30,0,Mumbai
2025-03-18,Butter,76,31,1,Mumbai
2025-03-19,Butter,72,32,0,Mumbai
2025-03-20,Butter,70,32,0,Mumbai
2025-03-21,Butter,75,30,1,Mumbai
2025-03-22,Butter,82,32,0,Mumbai
2025-03-23,Butter,81,29,0,Mumbai
2025-03-24,Butter,67,31,0,Mumbai
2025-03-25,Butter,72,28,0,Mumbai
2025-03-26,Butter,67,33,0,Mumbai
2025-03-27,Butter,68,31,0,Mumbai
2025-03-28,Butter,73,33,0,Mumbai
2025-03-29,Butter,85,30,1,Mumbai
2025-03-30,Butter,80,31,0,Mumbai
2025-03-31,Butter,73,29,0,Mumbai
2025-04-01,Butter,73,32,0,Mumbai
2025-04-02,Butter,72,29,0,Mumbai
2025-04-03,Butter,67,30,0,Mumbai
2025-04-04,Butter,78,30,1,Mumbai
2025-04-05,Butter,86,31,1,Mumbai
2025-04-06,Butter,87,30,1,Mumbai
2025-04-07,Butter,70,28,0,Mumbai
2025-04-08,Butter,67,29,0,Mumbai
2025-04-09,Butter,77,30,1,Mumbai
2025-04-10,Butter,72,31,0,Mumbai
2025-04-11,Butter,79,32,1,Mumbai
2025-04-12,Butter,89,33,1,Mumbai
2025-04-13,Butter,87,29,1,Mumbai
2025-04-14,Butter,72,31,0,Mumbai
2025-04-15,Butter,73,28,0,Mumbai
2025-04-16,Butter,67,32,0,Mumbai
2025-04-17,Butter,80,30,1,Mumbai
2025-04-18,Butter,77,28,1,Mumbai
2025-04-19,Butter,91,31,1,Mumbai
2025-04-20,Butter,77,31,0,Mumbai
2025-04-21,Butter,71,32,0,Mumbai
2025-04-22,Butter,78,31,1,Mumbai
2025-04-23,Butter,67,32,0,Mumbai
2025-04-24,Butter,72,33,0,Mumbai
2025-04-25,Butter,71,31,0,Mumbai
2025-04-26,Butter,77,30,0,Mumbai
2025-04-27,Butter,83,31,0,Mumbai
2025-04-28,Butter,71,31,0,Mumbai
2025-04-29,Butter,69,32,0,Mumbai
2025-04-30,Butter,71,28,0,Mumbai
2025-05-01,Butter,73,33,0,Mumbai
2025-05-02,Butter,73,28,0,Mumbai
2025-05-03,Butter,78,32,0,Mumbai
2025-05-04,Butter,80,32,0,Mumbai
2025-05-05,Butter,72,31,0,Mumbai
2025-05-06,Butter,68,31,0,Mumbai
2025-05-07,Butter,73,33,0,Mumbai
2025-05-08,Butter,67,30,0,Mumbai
2025-05-09,Butter,69,29,0,Mumbai
2025-05-10,Butter,77,30,0,Mumbai
2025-05-11,Butter,81,31,0,Mumbai
2025-05-12,Butter,72,31,0,Mumbai
2025-05-13,Butter,71,29,0,Mumbai
2025-05-14,Butter,81,30,1,Mumbai
2025-05-15,Butter,75,30,1,Mumbai
2025-05-16,Butter,69,32,0,Mumbai
2025-05-17,Butter,78,31,0,Mumbai
2025-05-18,Butter,82,32,0,Mumbai
2025-05-19,Butter,80,29,1,Mumbai
2025-05-20,Butter,72,29,0,Mumbai
2025-05-21,Butter,79,32,1,Mumbai
2025-05-22,Butter,73,32,0,Mumbai
2025-05-23,Butter,72,32,0,Mumbai
2025-05-24,Butter,87,33,1,Mumbai
2025-05-25,Butter,80,29,0,Mumbai
2025-05-26,Butter,71,29,0,Mumbai
2025-05-27,Butter,79,29,1,Mumbai
2025-05-28,Butter,67,31,0,Mumbai
2025-05-29,Butter,73,29,0,Mumbai
2025-05-30,Butter,71,31,0,Mumbai
2025-05-31,Butter,85,30,1,Mumbai
2025-06-01,Butter,81,28,0,Mumbai
2025-06-02,Butter,80,32,1,Mumbai
2025-06-03,Butter,67,29,0,Mumbai
2025-06-04,Butter,68,32,0,Mumbai
2025-06-05,Butter,73,30,0,Mumbai
2025-06-06,Butter,81,29,1,Mumbai
2025-06-07,Butter,77,28,0,Mumbai
2025-06-08,Butter,82,32,0,Mumbai
2025-06-09,Butter,81,30,1,Mumbai
2025-06-10,Butter,80,28,1,Mumbai
2025-06-11,Butter,70,28,0,Mumbai
2025-06-12,Butter,78,29,1,Mumbai
2025-06-13,Butter,71,28,0,Mumbai
2025-06-14,Butter,82,31,0,Mumbai
2025-06-15,Butter,80,32,0,Mumbai
2025-06-16,Butter,71,33,0,Mumbai
2025-06-17,Butter,69,33,0,Mumbai
2025-06-18,Butter,69,32,0,Mumbai
2025-06-19,Butter,79,30,1,Mumbai
2025-06-20,Butter,73,28,0,Mumbai
2025-06-21,Butter,77,28,0,Mumbai
2025-06-22,Butter,81,29,0,Mumbai
2025-06-23,Butter,71,33,0,Mumbai
2025-06-24,Butter,72,33,0,Mumbai
2025-06-25,Butter,69,33,0,Mumbai
2025-06-26,Butter,69,32,0,Mumbai
2025-06-27,Butter,69,33,0,Mumbai
2025-06-28,Butter,86,31,1,Mumbai
2025-06-29,Butter,80,32,0,Mumbai
2025-06-30,Butter,70,29,0,Mumbai
2025-07-01,Butter,73,33,0,Mumbai
2025-07-02,Butter,71,33,0,Mumbai
2025-07-03,Butter,76,29,1,Mumbai
2025-07-04,Butter,68,28,0,Mumbai
2025-07-05,Butter,91,29,1,Mumbai
2025-07-06,Butter,90,28,1,Mumbai
2025-07-07,Butter,70,28,0,Mumbai
2025-07-08,Butter,73,31,0,Mumbai
2025-07-09,Butter,73,31,0,Mumbai
2025-07-10,Butter,68,28,0,Mumbai
2025-07-11,Butter,72,29,0,Mumbai
2025-07-12,Butter,78,33,0,Mumbai
2025-07-13,Butter,85,32,1,Mumbai
2025-07-14,Butter,76,30,1,Mumbai
2025-07-15,Butter,68,28,0,Mumbai
2025-07-16,Butter,79,28,1,Mumbai
2025-07-17,Butter,77,29,1,Mumbai
2025-07-18,Butter,70,30,0,Mumbai
2025-07-19,Butter,77,29,0,Mumbai
2025-07-20,Butter,79,32,0,Mumbai
2025-07-21,Butter,67,28,0,Mumbai
2025-07-22,Butter,81,28,1,Mumbai
2025-07-23,Butter,81,33,1,Mumbai
2025-07-24,Butter,76,29,1,Mumbai
2025-07-25,Butter,70,31,0,Mumbai
2025-07-26,Butter,87,31,1,Mumbai
2025-07-27,Butter,82,29,0,Mumbai
2025-07-28,Butter,78,32,1,Mumbai
2025-07-29,Butter,70,32,0,Mumbai
2025-07-30,Butter,67,30,0,Mumbai
2025-07-31,Butter,77,33,1,Mumbai
2025-08-01,Butter,72,32,0,Mumbai
2025-08-02,Butter,81,31,0,Mumbai
2025-08-03,Butter,81,32,0,Mumbai
2025-08-04,Butter,70,29,0,Mumbai
2025-08-05,Butter,79,33,1,Mumbai
2025-08-06,Butter,69,29,0,Mumbai
2025-08-07,Butter,79,33,1,Mumbai
2025-08-08,Butter,71,32,0,Mumbai
2025-08-09,Butter,83,33,0,Mumbai
2025-08-10,Butter,83,28,0,Mumbai
2025-08-11,Butter,71,31,0,Mumbai
2025-08-12,Butter,70,33,0,Mumbai
2025-08-13,Butter,70,31,0,Mumbai
2025-08-14,Butter,69,29,0,Mumbai
2025-08-15,Butter,73,31,0,Mumbai
2025-08-16,Butter,79,33,0,Mumbai
2025-08-17,Butter,82,28,0,Mumbai
2025-08-18,Butter,68,30,0,Mumbai
2025-08-19,Butter,78,29,1,Mumbai
2025-08-20,Butter,76,32,1,Mumbai
2025-08-21,Butter,68,29,0,Mumbai
2025-08-22,Butter,75,29,1,Mumbai
2025-08-23,Butter,78,29,0,Mumbai
2025-08-24,Butter,78,28,0,Mumbai
2025-08-25,Butter,81,33,1,Mumbai
2025-08-26,Butter,70,30,0,Mumbai
2025-08-27,Butter,81,30,1,Mumbai
2025-08-28,Butter,72,30,0,Mumbai
2025-08-29,Butter,73,31,0,Mumbai
2025-08-30,Butter,81,32,0,Mumbai
2025-08-31,Butter,78,31,0,Mumbai
2025-09-01,Butter,68,33,0,Mumbai
2025-09-02,Butter,72,31,0,Mumbai
2025-09-03,Butter,71,28,0,Mumbai
2025-09-04,Butter,72,28,0,Mumbai
2025-09-05,Butter,68,31,0,Mumbai
2025-09-06,Butter,82,31,0,Mumbai
2025-09-07,Butter,79,30,0,Mumbai
2025-09-08,Butter,72,32,0,Mumbai
2025-09-09,Butter,77,32,1,Mumbai
2025-09-10,Butter,79,29,1,Mumbai
2025-09-11,Butter,68,32,0,Mumbai
2025-09-12,Butter,71,29,0,Mumbai
2025-09-13,Butter,77,32,0,Mumbai
2025-09-14,Butter,79,29,0,Mumbai
2025-09-15,Butter,68,33,0,Mumbai
2025-09-16,Butter,68,32,0,Mumbai
2025-09-17,Butter,72,28,0,Mumbai
2025-09-18,Butter,73,32,0,Mumbai
2025-09-19,Butter,80,33,1,Mumbai
2025-09-20,Butter,89,29,1,Mumbai
2025-09-21,Butter,88,32,1,Mumbai
2025-09-22,Butter,81,31,1,Mumbai
2025-09-23,Butter,77,32,1,Mumbai
2025-09-24,Butter,67,30,0,Mumbai
2025-09-25,Butter,70,31,0,Mumbai
